model	branch_length	nsites	sample	rule	replicates	refined_fraction	legacy_fraction	refined_minus_legacy	paired_bootstrap_ci_low	paired_bootstrap_ci_high	refined_only	legacy_only	agreement	mean_delta_z	mean_delta_z_ci_low	mean_delta_z_ci_high	median_delta_z	delta_z_q10	delta_z_q90	mean_delta_decision_margin	mean_delta_decision_margin_ci_low	mean_delta_decision_margin_ci_high	median_delta_decision_margin
+I+R4	30.0	100	null_heldout	nominal	10000	0.0542	0.5141	-0.4599	-0.4699	-0.4502	2	4601	0.5397	-1.6591890473205644	-1.6702825799538061	-1.6480955146873226	-1.6866630495654347	-2.3655055745778313	-0.9219444886773349	-1.6591890473205644	-1.6702825799538061	-1.6480955146873226	-1.686663049565435
+I+R4	30.0	100	alternative	nominal	20000	0.08905	0.6107	-0.5216500000000001	-0.52825	-0.51485	8	10441	0.47755	-1.5934583511349054	-1.6013247751327606	-1.5855919271370502	-1.6186359973818765	-2.308999326323744	-0.8530730140887943	-1.5934583511349054	-1.6013247751327606	-1.5855919271370502	-1.6186359973818765
+I+R4	30.0	100	null_heldout	calibrated	10000	0.0535	0.0536	-0.00010000000000000286	-0.0046	0.004202500000000009	253	254	0.9493	-1.6591890473205644	-1.6702825799538061	-1.6480955146873226	-1.6866630495654347	-2.3655055745778313	-0.9219444886773349	-0.1636915114877205	-0.17478504412096219	-0.1525979788544788	-0.19116551373259094
+I+R4	30.0	100	alternative	calibrated	20000	0.0886	0.08355	0.005049999999999999	0.0013	0.008751250000000006	777	676	0.92735	-1.5934583511349054	-1.6013247751327606	-1.5855919271370502	-1.6186359973818765	-2.308999326323744	-0.8530730140887943	-0.09796081530206151	-0.10582723929991668	-0.09009439130420634	-0.12313846154903252
+I+R4	30.0	500	null_heldout	nominal	10000	0.0486	0.9874	-0.9388000000000001	-0.9433	-0.9342	0	9388	0.0612	-3.769109666855111	-3.7799008973410935	-3.7583184363691284	-3.781842303263302	-4.475516215620678	-3.0611110502901075	-3.769109666855111	-3.7799008973410935	-3.7583184363691284	-3.781842303263302
+I+R4	30.0	500	alternative	nominal	20000	0.1514	0.997	-0.8456	-0.85045	-0.8404	0	16912	0.1544	-3.627813357963303	-3.635549829780176	-3.6200768861464305	-3.633107399049309	-4.344108916128077	-2.916905805223087	-3.6278133579633023	-3.635549829780175	-3.6200768861464296	-3.6331073990493086
+I+R4	30.0	500	null_heldout	calibrated	10000	0.0486	0.0513	-0.002700000000000001	-0.0069	0.0015	223	250	0.9527	-3.769109666855111	-3.7799008973410935	-3.7583184363691284	-3.781842303263302	-4.475516215620678	-3.0611110502901075	-0.157316646145088	-0.1681078766310706	-0.1465254156591054	-0.1700492825532791
+I+R4	30.0	500	alternative	calibrated	20000	0.15135	0.13	0.021350000000000008	0.01695	0.0258	1230	803	0.89835	-3.627813357963303	-3.635549829780176	-3.6200768861464305	-3.633107399049309	-4.344108916128077	-2.916905805223087	-0.016020337253279865	-0.023756809070152617	-0.008283865436407115	-0.021314378339285955
+I+R4	30.0	1000	null_heldout	nominal	10000	0.0502	1.0	-0.9498	-0.954	-0.9453	0	9498	0.0502	-5.349384599299559	-5.360228128358542	-5.338541070240576	-5.3468065626689905	-6.060802411584011	-4.6405699225147305	-5.349384599299559	-5.360228128358542	-5.338541070240576	-5.3468065626689905
+I+R4	30.0	1000	alternative	nominal	20000	0.2188	1.0	-0.7812	-0.78675	-0.77555	0	15624	0.2188	-5.14099601925688	-5.148664387877696	-5.133327650636064	-5.142200309486421	-5.845573732186507	-4.4291417879676205	-5.14099601925688	-5.148664387877696	-5.133327650636064	-5.142200309486421
+I+R4	30.0	1000	null_heldout	calibrated	10000	0.0468	0.0478	-0.0010000000000000009	-0.005	0.0031	212	222	0.9566	-5.349384599299559	-5.360228128358542	-5.338541070240576	-5.3468065626689905	-6.060802411584011	-4.6405699225147305	-0.16883757394637305	-0.17968110300535542	-0.1579940448873907	-0.16625953731580445
+I+R4	30.0	1000	alternative	calibrated	20000	0.2068	0.1773	0.0295	0.0247	0.034501250000000004	1553	963	0.8742	-5.14099601925688	-5.148664387877696	-5.133327650636064	-5.142200309486421	-5.845573732186507	-4.4291417879676205	0.0395510060963056	0.03188263747548926	0.04721937471712195	0.03834671586676475
+I+R4	30.0	5000	null_heldout	nominal	10000	0.0537	1.0	-0.9463	-0.9506	-0.9418	0	9463	0.0537	-11.983628515579703	-11.994512452628015	-11.97274457853139	-11.981454389660444	-12.696644859964534	-11.267292391629859	-11.983628515579703	-11.994512452628015	-11.97274457853139	-11.981454389660446
+I+R4	30.0	5000	alternative	nominal	20000	0.61675	1.0	-0.38325	-0.3899	-0.37645	0	7665	0.61675	-11.531183938871719	-11.538840833438016	-11.523527044305421	-11.535074423764895	-12.239113997516542	-10.827580256281296	-11.53118393887172	-11.538840833438018	-11.523527044305423	-11.535074423764897
+I+R4	30.0	5000	null_heldout	calibrated	10000	0.0504	0.0539	-0.003500000000000003	-0.0079	0.0006	212	247	0.9541	-11.983628515579703	-11.994512452628015	-11.97274457853139	-11.981454389660444	-12.696644859964534	-11.267292391629859	-0.19110838665336094	-0.201992323701674	-0.18022444960504788	-0.18893426073410424
+I+R4	30.0	5000	alternative	calibrated	20000	0.6047	0.5006	0.10409999999999997	0.09815	0.1103	3091	1009	0.795	-11.531183938871719	-11.538840833438016	-11.523527044305421	-11.535074423764895	-12.239113997516542	-10.827580256281296	0.26133619005462116	0.2536792954883244	0.2689930846209179	0.25744570516144627
+I+R4	30.0	10000	null_heldout	nominal	10000	0.0492	1.0	-0.9508	-0.955	-0.9466	0	9508	0.0492	-16.960206581765867	-16.97096944051774	-16.949443723013992	-16.959885039050544	-17.656527320377823	-16.257900530193417	-16.960206581765867	-16.97096944051774	-16.949443723013992	-16.959885039050544
+I+R4	30.0	10000	alternative	nominal	20000	0.8646	1.0	-0.13539999999999996	-0.14000125000000002	-0.1305	0	2708	0.8646	-16.30878922562842	-16.31650843130898	-16.30107001994786	-16.311717516361618	-17.02068539644316	-15.59881046851394	-16.30878922562842	-16.31650843130898	-16.30107001994786	-16.311717516361618
+I+R4	30.0	10000	null_heldout	calibrated	10000	0.0481	0.0468	0.0012999999999999956	-0.002902499999999999	0.0052	229	216	0.9555	-16.960206581765867	-16.97096944051774	-16.949443723013992	-16.959885039050544	-17.656527320377823	-16.257900530193417	-0.1287524561461896	-0.13951531489806404	-0.11798959739431517	-0.12843091343086677
+I+R4	30.0	10000	alternative	calibrated	20000	0.8617	0.7249	0.13680000000000003	0.13135	0.1424	3112	376	0.8256	-16.30878922562842	-16.31650843130898	-16.30107001994786	-16.311717516361618	-17.02068539644316	-15.59881046851394	0.5226648999912572	0.5149456943106969	0.5303841056718175	0.5197366092580609
+I+R4	35.0	100	null_heldout	nominal	10000	0.0508	0.5166	-0.46579999999999994	-0.4753025	-0.4561	6	4664	0.533	-1.649836361158522	-1.6623984682624457	-1.6372742540545984	-1.6760971623835728	-2.4563182444638003	-0.8079009580539434	-1.649836361158522	-1.6623984682624457	-1.6372742540545984	-1.676097162383573
+I+R4	35.0	100	alternative	nominal	20000	0.07425	0.569	-0.49474999999999997	-0.5017	-0.48785	23	9918	0.50295	-1.596997623433992	-1.605941772314057	-1.588053474553927	-1.6177707658215374	-2.398104042345352	-0.7564746615885665	-1.596997623433992	-1.605941772314057	-1.588053474553927	-1.6177707658215372
+I+R4	35.0	100	null_heldout	calibrated	10000	0.0421	0.045	-0.0029	-0.0071	0.0014	228	257	0.9515	-1.649836361158522	-1.6623984682624457	-1.6372742540545984	-1.6760971623835728	-2.4563182444638003	-0.8079009580539434	-0.21642413618649745	-0.22898624329042117	-0.20386202908257373	-0.24268493741154784
+I+R4	35.0	100	alternative	calibrated	20000	0.06315	0.06555	-0.0023999999999999994	-0.00585	0.00125	610	658	0.9366	-1.596997623433992	-1.605941772314057	-1.588053474553927	-1.6177707658215374	-2.398104042345352	-0.7564746615885665	-0.16358539846196726	-0.17252954734203219	-0.15464124958190234	-0.18435854084951275
+I+R4	35.0	500	null_heldout	nominal	10000	0.0474	0.9879	-0.9405	-0.945	-0.9359	0	9405	0.0595	-3.778252117113557	-3.7907216663258527	-3.765782567901261	-3.7916140147954955	-4.585632610680521	-2.9617833534286455	-3.778252117113557	-3.7907216663258527	-3.765782567901261	-3.7916140147954955
+I+R4	35.0	500	alternative	nominal	20000	0.1068	0.995	-0.8882	-0.8926	-0.88395	0	17764	0.1118	-3.6534342060541363	-3.6622462880811595	-3.644622124027113	-3.6622865986722672	-4.458603140966998	-2.8354644073422213	-3.6534342060541363	-3.6622462880811595	-3.644622124027113	-3.662286598672267
+I+R4	35.0	500	null_heldout	calibrated	10000	0.0484	0.0445	0.0039000000000000007	-0.0004	0.0082	255	216	0.9529	-3.778252117113557	-3.7907216663258527	-3.765782567901261	-3.7916140147954955	-4.585632610680521	-2.9617833534286455	-0.09166586114898599	-0.10413541036128174	-0.07919631193669024	-0.10502775883092497
+I+R4	35.0	500	alternative	calibrated	20000	0.10915	0.0859	0.023249999999999993	0.0193	0.02745	1157	692	0.90755	-3.6534342060541363	-3.6622462880811595	-3.644622124027113	-3.6622865986722672	-4.458603140966998	-2.8354644073422213	0.033152049910434286	0.024339967883411258	0.041964131937457315	0.024299657292303323
+I+R4	35.0	1000	null_heldout	nominal	10000	0.0526	0.9999	-0.9473	-0.9517	-0.9429	0	9473	0.0527	-5.3583605510889285	-5.371002259198396	-5.345718842979461	-5.370224454881434	-6.175686981968331	-4.521164879674531	-5.358360551088928	-5.371002259198395	-5.34571884297946	-5.370224454881434
+I+R4	35.0	1000	alternative	nominal	20000	0.14105	1.0	-0.85895	-0.8637	-0.85405	0	17179	0.14105	-5.190888217544835	-5.199726131946538	-5.182050303143131	-5.198135202182385	-6.002445560943609	-4.36912756751891	-5.190888217544835	-5.199726131946538	-5.182050303143131	-5.198135202182384
+I+R4	35.0	1000	null_heldout	calibrated	10000	0.0543	0.0557	-0.0013999999999999985	-0.0061	0.0032	270	284	0.9446	-5.3583605510889285	-5.371002259198396	-5.345718842979461	-5.370224454881434	-6.175686981968331	-4.521164879674531	-0.1440714334997326	-0.15671314160920014	-0.13142972539026504	-0.15593533729223807
+I+R4	35.0	1000	alternative	calibrated	20000	0.1428	0.11575	0.027050000000000005	0.0225	0.03155	1363	822	0.89075	-5.190888217544835	-5.199726131946538	-5.182050303143131	-5.198135202182385	-6.002445560943609	-4.36912756751891	0.023400900044361277	0.014562985642657946	0.032238814446064606	0.01615391540681088
+I+R4	35.0	5000	null_heldout	nominal	10000	0.05	1.0	-0.95	-0.9543	-0.9456	0	9500	0.05	-11.980073459475674	-11.992469856081998	-11.96767706286935	-11.983570624461745	-12.783637533656714	-11.166540209725099	-11.980073459475674	-11.992469856081998	-11.96767706286935	-11.983570624461745
+I+R4	35.0	5000	alternative	nominal	20000	0.3468	1.0	-0.6532	-0.65995125	-0.64625	0	13064	0.3468	-11.640104590221535	-11.648931727881292	-11.631277452561777	-11.645510645025187	-12.4505380575563	-10.81918662484396	-11.640104590221535	-11.648931727881292	-11.631277452561777	-11.645510645025187
+I+R4	35.0	5000	null_heldout	calibrated	10000	0.0513	0.0527	-0.0013999999999999985	-0.0058	0.0028	248	262	0.949	-11.980073459475674	-11.992469856081998	-11.96767706286935	-11.983570624461745	-12.783637533656714	-11.166540209725099	-0.11028352090387894	-0.1226799175102031	-0.09788712429755478	-0.11378068588995127
+I+R4	35.0	5000	alternative	calibrated	20000	0.3504	0.2531	0.0973	0.09135	0.10335	2977	1031	0.7996	-11.640104590221535	-11.648931727881292	-11.631277452561777	-11.645510645025187	-12.4505380575563	-10.81918662484396	0.22968534835025783	0.22085821069049955	0.23851248601001612	0.22427929354660758
+I+R4	35.0	10000	null_heldout	nominal	10000	0.0495	1.0	-0.9505	-0.9547	-0.9461975	0	9505	0.0495	-16.964145330610133	-16.97638366749687	-16.951906993723398	-16.964743726604688	-17.758601737111224	-16.162182568449968	-16.964145330610133	-16.97638366749687	-16.951906993723398	-16.964743726604688
+I+R4	35.0	10000	alternative	nominal	20000	0.5485	1.0	-0.4515	-0.45825125	-0.44485	0	9030	0.5485	-16.472386782350384	-16.481246089006905	-16.463527475693862	-16.477663654656723	-17.28852164395681	-15.65864942072511	-16.47238678235038	-16.481246089006902	-16.46352747569386	-16.477663654656723
+I+R4	35.0	10000	null_heldout	calibrated	10000	0.0538	0.0509	0.0029	-0.0015	0.0076	280	251	0.9469	-16.964145330610133	-16.97638366749687	-16.951906993723398	-16.964743726604688	-17.758601737111224	-16.162182568449968	-0.09743581760537484	-0.1096741544921101	-0.08519748071863958	-0.09803421359993081
+I+R4	35.0	10000	alternative	calibrated	20000	0.56465	0.4015	0.16314999999999996	0.15665	0.17010125	4131	868	0.75005	-16.472386782350384	-16.481246089006905	-16.463527475693862	-16.477663654656723	-17.28852164395681	-15.65864942072511	0.394322730654378	0.38546342399785727	0.40318203731089874	0.3890458583480356
+I+R4	40.0	100	null_heldout	nominal	10000	0.0545	0.5039	-0.4494	-0.4587025	-0.4398	15	4509	0.5476	-1.6313458011122497	-1.6450819790820184	-1.617609623142481	-1.666914339583287	-2.5082693284935145	-0.7119069604055177	-1.6313458011122497	-1.6450819790820184	-1.617609623142481	-1.6669143395832868
+I+R4	40.0	100	alternative	nominal	20000	0.06875	0.55225	-0.48350000000000004	-0.49015	-0.4765	31	9701	0.5134	-1.6107560012378754	-1.6205622752847475	-1.6009497271910034	-1.6407681893361197	-2.498966622971521	-0.6857294058463586	-1.6107560012378754	-1.6205622752847475	-1.6009497271910034	-1.6407681893361197
+I+R4	40.0	100	null_heldout	calibrated	10000	0.0474	0.0527	-0.005299999999999999	-0.01	-0.0008	254	307	0.9439	-1.6313458011122497	-1.6450819790820184	-1.617609623142481	-1.666914339583287	-2.5082693284935145	-0.7119069604055177	-0.2352494801800842	-0.24898565814985282	-0.2215133022103156	-0.2708180186511213
+I+R4	40.0	100	alternative	calibrated	20000	0.0595	0.06335	-0.003850000000000006	-0.00740125	-0.00015	647	724	0.93145	-1.6107560012378754	-1.6205622752847475	-1.6009497271910034	-1.6407681893361197	-2.498966622971521	-0.6857294058463586	-0.21465968030570984	-0.22446595435258201	-0.20485340625883766	-0.24467186840395416
+I+R4	40.0	500	null_heldout	nominal	10000	0.054	0.9873	-0.9332999999999999	-0.9383	-0.9284	0	9333	0.0667	-3.787106715985977	-3.800940042740761	-3.7732733892311927	-3.805222129392769	-4.691169586857879	-2.8700375257218584	-3.787106715985977	-3.800940042740761	-3.7732733892311927	-3.8052221293927686
+I+R4	40.0	500	alternative	nominal	20000	0.08505	0.9937	-0.9086500000000001	-0.91265	-0.90459875	0	18173	0.09135	-3.6936633188927126	-3.703403601361067	-3.6839230364243583	-3.7065877276156973	-4.585976308463723	-2.787332870983583	-3.6936633188927117	-3.703403601361066	-3.6839230364243574	-3.706587727615697
+I+R4	40.0	500	null_heldout	calibrated	10000	0.0555	0.0515	0.0040000000000000036	-0.001	0.00880250000000001	326	286	0.9388	-3.787106715985977	-3.800940042740761	-3.7732733892311927	-3.805222129392769	-4.691169586857879	-2.8700375257218584	-0.16391819551023473	-0.1777515222650187	-0.15008486875545077	-0.18203360891702625
+I+R4	40.0	500	alternative	calibrated	20000	0.08695	0.07905	0.007900000000000004	0.00385	0.012001250000000005	951	793	0.9128	-3.6936633188927126	-3.703403601361067	-3.6839230364243583	-3.7065877276156973	-4.585976308463723	-2.787332870983583	-0.07047479841696942	-0.08021508088532361	-0.06073451594861523	-0.08339920713995452
+I+R4	40.0	1000	null_heldout	nominal	10000	0.0496	1.0	-0.9504	-0.9546	-0.9458	0	9504	0.0496	-5.358154912418553	-5.371911659097199	-5.344398165739907	-5.369970695727293	-6.2538799444167354	-4.451581292680178	-5.358154912418553	-5.371911659097199	-5.344398165739907	-5.369970695727293
+I+R4	40.0	1000	alternative	nominal	20000	0.0984	0.99995	-0.90155	-0.9055	-0.89739875	0	18031	0.09845	-5.2274420348849	-5.2371277124938445	-5.217756357275956	-5.235543978006525	-6.112850396060468	-4.324573258736506	-5.2274420348849	-5.2371277124938445	-5.217756357275956	-5.235543978006525
+I+R4	40.0	1000	null_heldout	calibrated	10000	0.048	0.0529	-0.004900000000000002	-0.0097	0.0	257	306	0.9437	-5.358154912418553	-5.371911659097199	-5.344398165739907	-5.369970695727293	-6.2538799444167354	-4.451581292680178	-0.19210689486198668	-0.20586364154063272	-0.17835014818334063	-0.20392267817072574
+I+R4	40.0	1000	alternative	calibrated	20000	0.09615	0.0897	0.006449999999999997	0.0023	0.0108	1004	875	0.90605	-5.2274420348849	-5.2371277124938445	-5.217756357275956	-5.235543978006525	-6.112850396060468	-4.324573258736506	-0.06139401732833321	-0.07107969493727762	-0.051708339719388804	-0.06949596044995765
+I+R4	40.0	5000	null_heldout	nominal	10000	0.0496	1.0	-0.9504	-0.9547	-0.9461	0	9504	0.0496	-11.998231418323293	-12.01184066767989	-11.984622168966697	-12.007580727708817	-12.888659823860314	-11.106580931830415	-11.998231418323295	-12.011840667679891	-11.984622168966698	-12.007580727708817
+I+R4	40.0	5000	alternative	nominal	20000	0.2038	1.0	-0.7962	-0.8016	-0.79045	0	15924	0.2038	-11.723363822740435	-11.733120934063596	-11.713606711417274	-11.730237073048176	-12.62173036389058	-10.81789358073144	-11.723363822740435	-11.733120934063596	-11.713606711417274	-11.730237073048176
+I+R4	40.0	5000	null_heldout	calibrated	10000	0.0547	0.0517	0.0029999999999999957	-0.0017	0.0078	319	289	0.9392	-11.998231418323293	-12.01184066767989	-11.984622168966697	-12.007580727708817	-12.888659823860314	-11.106580931830415	-0.10862408696931698	-0.12223333632591415	-0.09501483761271981	-0.11797339635484061
+I+R4	40.0	5000	alternative	calibrated	20000	0.21705	0.1494	0.06764999999999999	0.06185	0.07315	2337	984	0.83395	-11.723363822740435	-11.733120934063596	-11.713606711417274	-11.730237073048176	-12.62173036389058	-10.81789358073144	0.166243508613541	0.15648639729038052	0.1760006199367015	0.15937025830580076
+I+R4	40.0	10000	null_heldout	nominal	10000	0.0496	1.0	-0.9504	-0.9545	-0.9462	0	9504	0.0496	-16.972460274412075	-16.986121785829404	-16.958798762994746	-16.97659557067484	-17.852947888023305	-16.076469701633382	-16.972460274412075	-16.986121785829404	-16.958798762994746	-16.97659557067484
+I+R4	40.0	10000	alternative	nominal	20000	0.3104	1.0	-0.6896	-0.6959012499999999	-0.683	0	13792	0.3104	-16.597343303348193	-16.607095498935998	-16.58759110776039	-16.597840321617635	-17.504404718889088	-15.700893983522302	-16.597343303348193	-16.607095498935998	-16.58759110776039	-16.597840321617632
+I+R4	40.0	10000	null_heldout	calibrated	10000	0.0521	0.0514	0.0006999999999999992	-0.004	0.0056	303	296	0.9401	-16.972460274412075	-16.986121785829404	-16.958798762994746	-16.97659557067484	-17.852947888023305	-16.076469701633382	-0.1317717641386725	-0.14543327555600125	-0.11811025272134376	-0.1359070604014363
+I+R4	40.0	10000	alternative	calibrated	20000	0.3176	0.2184	0.09919999999999998	0.09305	0.10535	3066	1082	0.7926	-16.597343303348193	-16.607095498935998	-16.58759110776039	-16.597840321617635	-17.504404718889088	-15.700893983522302	0.24334520692520784	0.23359301133740418	0.2530974025130115	0.24284818865576696
+I+R4	45.0	100	null_heldout	nominal	10000	0.0529	0.512	-0.4591	-0.4687	-0.4493	27	4618	0.5355	-1.6358027352144846	-1.650784052735342	-1.6208214176936273	-1.6647254210780447	-2.5865763131563884	-0.6371904721206874	-1.6358027352144846	-1.6507840527353417	-1.6208214176936275	-1.6647254210780444
+I+R4	45.0	100	alternative	nominal	20000	0.0623	0.53345	-0.47114999999999996	-0.47825	-0.46415	55	9478	0.52335	-1.6057573855300915	-1.6164581950996402	-1.5950565759605428	-1.6290782989148946	-2.5733219119769464	-0.6012480128649547	-1.6057573855300915	-1.6164581950996402	-1.5950565759605428	-1.6290782989148946
+I+R4	45.0	100	null_heldout	calibrated	10000	0.048	0.0479	0.00010000000000000286	-0.0043	0.0047	281	280	0.9439	-1.6358027352144846	-1.650784052735342	-1.6208214176936273	-1.6647254210780447	-2.5865763131563884	-0.6371904721206874	-0.17889110821348897	-0.19387242573434615	-0.16390979069263178	-0.20781379407704903
+I+R4	45.0	100	alternative	calibrated	20000	0.0572	0.05525	0.0019500000000000003	-0.00155	0.00565	703	664	0.93165	-1.6057573855300915	-1.6164581950996402	-1.5950565759605428	-1.6290782989148946	-2.5733219119769464	-0.6012480128649547	-0.14884575852909593	-0.15954656809864456	-0.1381449489595473	-0.172166671913899
+I+R4	45.0	500	null_heldout	nominal	10000	0.0524	0.9898	-0.9374	-0.9422	-0.9326975	0	9374	0.0626	-3.781070392058599	-3.795639636206897	-3.766501147910301	-3.79179918139085	-4.734388827995819	-2.813899368819428	-3.781070392058599	-3.795639636206897	-3.766501147910301	-3.7917991813908496
+I+R4	45.0	500	alternative	nominal	20000	0.07445	0.992	-0.91755	-0.9213	-0.9135	0	18351	0.08245	-3.714033972564843	-3.7244580845428192	-3.703609860586867	-3.727309087095462	-4.676330131204253	-2.7435410230643407	-3.714033972564843	-3.7244580845428192	-3.703609860586867	-3.727309087095462
+I+R4	45.0	500	null_heldout	calibrated	10000	0.0522	0.0531	-0.000899999999999998	-0.0058	0.004	315	324	0.9361	-3.781070392058599	-3.795639636206897	-3.766501147910301	-3.79179918139085	-4.734388827995819	-2.813899368819428	-0.16445567143567866	-0.1790249155839767	-0.1498864272873806	-0.17518446076792893
+I+R4	45.0	500	alternative	calibrated	20000	0.0737	0.06465	0.009050000000000002	0.00515	0.013	890	709	0.92005	-3.714033972564843	-3.7244580845428192	-3.703609860586867	-3.727309087095462	-4.676330131204253	-2.7435410230643407	-0.09741925194192179	-0.10784336391989784	-0.08699513996394574	-0.11069436647254127
+I+R4	45.0	1000	null_heldout	nominal	10000	0.0501	1.0	-0.9499	-0.9542	-0.9456	0	9499	0.0501	-5.336418471826673	-5.351085388554033	-5.321751555099313	-5.3426612205500295	-6.2903486226221785	-4.37647913208788	-5.336418471826673	-5.351085388554033	-5.321751555099313	-5.3426612205500295
+I+R4	45.0	1000	alternative	nominal	20000	0.0819	0.99995	-0.91805	-0.92175	-0.9141	0	18361	0.08195	-5.267081414852857	-5.277444942995888	-5.2567178867098265	-5.27937431511341	-6.211137706596448	-4.306231790037774	-5.267081414852857	-5.277444942995888	-5.2567178867098265	-5.27937431511341
+I+R4	45.0	1000	null_heldout	calibrated	10000	0.0473	0.0493	-0.001999999999999995	-0.006602499999999999	0.0026	280	300	0.942	-5.336418471826673	-5.351085388554033	-5.321751555099313	-5.3426612205500295	-6.2903486226221785	-4.37647913208788	-0.15760736296820246	-0.17227427969556275	-0.14294044624084218	-0.16385011169155916
+I+R4	45.0	1000	alternative	calibrated	20000	0.0764	0.0702	0.006199999999999997	0.0023	0.010251250000000005	903	779	0.9159	-5.267081414852857	-5.277444942995888	-5.2567178867098265	-5.27937431511341	-6.211137706596448	-4.306231790037774	-0.08827030599438665	-0.09863383413741715	-0.07790677785135615	-0.10056320625493953
+I+R4	45.0	5000	null_heldout	nominal	10000	0.0463	1.0	-0.9537	-0.9577025	-0.9496	0	9537	0.0463	-11.99927374984919	-12.013882043800848	-11.984665455897531	-12.009275647862443	-12.945010978355159	-11.04466055274496	-11.999273749849191	-12.01388204380085	-11.984665455897533	-12.009275647862445
+I+R4	45.0	5000	alternative	nominal	20000	0.1326	1.0	-0.8674	-0.87215	-0.86265	0	17348	0.1326	-11.80236684077336	-11.812648025356994	-11.792085656189725	-11.80399331842892	-12.749629512044061	-10.84885780540364	-11.802366840773361	-11.812648025356996	-11.792085656189727	-11.803993318428923
+I+R4	45.0	5000	null_heldout	calibrated	10000	0.0476	0.0497	-0.0020999999999999977	-0.0071024999999999994	0.0027	290	311	0.9399	-11.99927374984919	-12.013882043800848	-11.984665455897531	-12.009275647862443	-12.945010978355159	-11.04466055274496	-0.14343358177926502	-0.15804187573092326	-0.12882528782760677	-0.15343547979251948
+I+R4	45.0	5000	alternative	calibrated	20000	0.13505	0.1067	0.02835	0.02345	0.03335	1544	977	0.87395	-11.80236684077336	-11.812648025356994	-11.792085656189725	-11.80399331842892	-12.749629512044061	-10.84885780540364	0.05347332729656483	0.04319214271293001	0.06375451188019965	0.05184684964100317
+I+R4	45.0	10000	null_heldout	nominal	10000	0.0493	1.0	-0.9507	-0.9549	-0.9464	0	9507	0.0493	-16.97005746649279	-16.98469865817243	-16.95541627481315	-16.972028694845648	-17.926782726802905	-16.003754290687798	-16.97005746649279	-16.98469865817243	-16.95541627481315	-16.972028694845648
+I+R4	45.0	10000	alternative	nominal	20000	0.1875	1.0	-0.8125	-0.8177	-0.8072	0	16250	0.1875	-16.70337705762519	-16.713812221932884	-16.692941893317496	-16.712198018095698	-17.668773106390088	-15.733882085292063	-16.70337705762519	-16.713812221932884	-16.692941893317496	-16.712198018095698
+I+R4	45.0	10000	null_heldout	calibrated	10000	0.0501	0.0508	-0.0006999999999999992	-0.0056	0.004	309	316	0.9375	-16.97005746649279	-16.98469865817243	-16.95541627481315	-16.972028694845648	-17.926782726802905	-16.003754290687798	-0.13478668998296864	-0.14942788166260773	-0.12014549830332955	-0.1367579183358263
+I+R4	45.0	10000	alternative	calibrated	20000	0.1897	0.1334	0.05630000000000002	0.051	0.0618	2121	995	0.8442	-16.70337705762519	-16.713812221932884	-16.692941893317496	-16.712198018095698	-17.668773106390088	-15.733882085292063	0.13189371888462953	0.12145855457693645	0.1423288831923226	0.12307275841412135
+I+R4	50.0	100	null_heldout	nominal	10000	0.0591	0.5127	-0.45360000000000006	-0.4636	-0.4437	33	4569	0.5398	-1.6202618407058802	-1.6360331351059718	-1.6044905463057886	-1.6493511759216672	-2.637234546644359	-0.5602996737776593	-1.6202618407058802	-1.6360331351059718	-1.6044905463057886	-1.6493511759216672
+I+R4	50.0	100	alternative	nominal	20000	0.06145	0.5296	-0.46814999999999996	-0.475	-0.46105	76	9439	0.52425	-1.6265619844159267	-1.6376663783274135	-1.61545759050444	-1.6575697446079665	-2.627212424296337	-0.586133310775628	-1.6265619844159267	-1.6376663783274135	-1.61545759050444	-1.6575697446079662
+I+R4	50.0	100	null_heldout	calibrated	10000	0.0541	0.0544	-0.0002999999999999947	-0.0053	0.0049	318	321	0.9361	-1.6202618407058802	-1.6360331351059718	-1.6044905463057886	-1.6493511759216672	-2.637234546644359	-0.5602996737776593	-0.1890624075060323	-0.20483370190612393	-0.17329111310594064	-0.21815174272181936
+I+R4	50.0	100	alternative	calibrated	20000	0.05535	0.0575	-0.002149999999999999	-0.0058	0.0013	672	715	0.93065	-1.6265619844159267	-1.6376663783274135	-1.61545759050444	-1.6575697446079665	-2.627212424296337	-0.586133310775628	-0.19536255121607882	-0.20646694512756553	-0.1842581573045921	-0.22637031140811836
+I+R4	50.0	500	null_heldout	nominal	10000	0.0487	0.9879	-0.9392	-0.9438	-0.9345	0	9392	0.0608	-3.7577836225924512	-3.773392684718521	-3.7421745604663816	-3.765433395702468	-4.76338840253679	-2.7184822288687633	-3.7577836225924504	-3.77339268471852	-3.7421745604663808	-3.765433395702468
+I+R4	50.0	500	alternative	nominal	20000	0.06345	0.98955	-0.9261	-0.9298	-0.9225	0	18522	0.0739	-3.730602168356204	-3.7416640666416643	-3.7195402700707434	-3.744248152790389	-4.7482690561512335	-2.6919133818431007	-3.730602168356204	-3.7416640666416643	-3.7195402700707434	-3.744248152790389
+I+R4	50.0	500	null_heldout	calibrated	10000	0.0458	0.0508	-0.0049999999999999975	-0.01	-0.0003	289	339	0.9372	-3.7577836225924512	-3.773392684718521	-3.7421745604663816	-3.765433395702468	-4.76338840253679	-2.7184822288687633	-0.16806558654798617	-0.18367464867405583	-0.1524565244219165	-0.17571535965800278
